avasānta	Sanskrit-derived
avasāna	Sanskrit
avasīm	Sanskrit-derived
avastā	Sanskrit-derived
avastābhūta	Sanskrit-derived
avasthā	Sanskrit-derived
avasthāna	Sanskrit-derived
avasthāpragaṭīyā	Sanskrit-derived
avasthābhūta	Sanskrit-derived
avasthābhūtaṇē	Sanskrit-derived
avasthāvēca	Sanskrit-derived
avasvara	Sanskrit-derived
avasvarī	Sanskrit-derived
avasvarī	Sanskrit-derived
avaḷa	Sanskrit-derived
avaḷa-savaḷē	Sanskrit-derived
avaḷōkaṇē	Sanskrit-derived
avāka	Sanskrit-derived
avāṅkaṇē	
avākā	
avāgamēm	Sanskrit-derived
avāntara	Sanskrit-derived
avāḷu	Kannada
avikriya	Sanskrit-derived
avindha	Sanskrit-derived
avinābhāva	Sanskrit
avibhacārya	Sanskrit-derived
aviṃsāḷa	Sanskrit-derived
avīṭa	Sanskrit-derived
avēṅgavāṇēm	Sanskrit-derived
avēva	Sanskrit-derived
avēvaśudhī	Sanskrit-derived
avēvasthā	Sanskrit-derived
avēsaṇē	Sanskrit-derived
avēḷa	Sanskrit-derived
avō	Sanskrit-derived
avyaṅga	Sanskrit
avhana	Sanskrit-derived
avhaḷāō	Sanskrit-derived
avhām	
avhācaurasa	
avhāṭa	Sanskrit-derived
avhāṭaṇē	Sanskrit-derived
avhāṭā	Sanskrit-derived
avhāṇaṇē	Sanskrit-derived
avhāṇamantra	Sanskrit-derived
avhāntara	Sanskrit-derived
avhāntrīka	
avhānaṇē	Sanskrit-derived
avhānavisarjana	Sanskrit-derived
avhāsaṇē	
avhāsavhā	
avhāḷā	Sanskrit-derived
avhēra	Sanskrit-derived
avhēraṇē	Sanskrit-derived
avhēḷaṇē	Sanskrit-derived
aṃśa	Sanskrit-derived
aṃśa	Sanskrit-derived
aśaṅkaḍī	Sanskrit-derived
aśaṅkaṇē	Sanskrit-derived
aṃśakaḷā	Sanskrit-derived
aśana	Sanskrit
aśarīriṇī	Sanskrit-derived
aśuddha	Sanskrit-derived
aśuddhapāṇa	Sanskrit-derived
aśēṣa	Sanskrit-derived
aśēṣaviśēṣa	Sanskrit-derived
aśrānta	Sanskrit-derived
aśvattha	Sanskrit-derived
aśvathāṭa	Sanskrit-derived
aśvapāta	Sanskrit-derived
aṣṭa	Sanskrit-derived
aṣṭadaḷa	Sanskrit-derived
aṣṭadhā	Sanskrit
aṣṭabhōga	Sanskrit
aṣṭamāsiddhī	Sanskrit-derived
aṣṭāṅgapuṣṭāṅga	Sanskrit-derived
aṣṭau	Sanskrit
aṣṭaupāhāra	Sanskrit-derived
asa	Sanskrit-derived
aṃsa	Sanskrit-derived
asaka	Sanskrit-derived
asakata	Sanskrit-derived
asakata	Sanskrit-derived
asakati	Sanskrit-derived
asakara	Sanskrit-derived
